2021-05-03 00:34:13,126 [    INFO] employer: A new worker Philip was hired
2021-05-03 00:34:19,982 [    INFO] leela: Package package_7868 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:19,982 [    INFO] philip: Package package_7869 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:19,982 [    INFO] hermes: Package package_7870 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:19,982 [    INFO] amy: Package package_7867 successfully delivered
2021-05-03 00:34:19,982 [    INFO] employer: Still 2136 packages to sent
2021-05-03 00:34:19,982 [    INFO] employer: Package package_7865 was delivered by Bender
2021-05-03 00:34:19,982 [    INFO] employer: Package package_7866 was delivered by Zoidberg
2021-05-03 00:34:19,982 [    INFO] leela: Delivering package package_7868
2021-05-03 00:34:19,982 [    INFO] philip: Delivering package package_7869
2021-05-03 00:34:19,982 [    INFO] hermes: Delivering package package_7870
2021-05-03 00:34:19,982 [    INFO] employer: Package package_7867 was delivered by Amy
2021-05-03 00:34:19,982 [    INFO] employer: Still 2133 packages to sent
2021-05-03 00:34:19,982 [    INFO] bender: Package package_7871 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:19,982 [    INFO] zoidberg: Package package_7872 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:19,982 [    INFO] leela: Package package_7868 successfully delivered
2021-05-03 00:34:19,982 [    INFO] philip: Package package_7869 successfully delivered
2021-05-03 00:34:19,982 [    INFO] hermes: Package package_7870 successfully delivered
2021-05-03 00:34:19,982 [    INFO] amy: Package package_7873 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:19,982 [    INFO] employer: Still 2133 packages to sent
2021-05-03 00:34:19,982 [    INFO] bender: Delivering package package_7871
2021-05-03 00:34:19,982 [    INFO] zoidberg: Delivering package package_7872
2021-05-03 00:34:19,982 [    INFO] employer: Package package_7868 was delivered by Leela
2021-05-03 00:34:19,982 [    INFO] employer: Package package_7869 was delivered by Philip
2021-05-03 00:34:19,982 [    INFO] employer: Package package_7870 was delivered by Hermes
2021-05-03 00:34:19,982 [    INFO] amy: Delivering package package_7873
2021-05-03 00:34:19,982 [    INFO] employer: Still 2130 packages to sent
2021-05-03 00:34:19,982 [    INFO] bender: Package package_7871 successfully delivered
2021-05-03 00:34:19,982 [    INFO] zoidberg: Package package_7872 successfully delivered
2021-05-03 00:34:19,982 [    INFO] leela: Package package_7874 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:19,982 [    INFO] philip: Package package_7875 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:19,982 [    INFO] hermes: Package package_7876 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:19,982 [    INFO] amy: Package package_7873 successfully delivered
2021-05-03 00:34:19,982 [    INFO] employer: Still 2130 packages to sent
2021-05-03 00:34:19,982 [    INFO] employer: Package package_7871 was delivered by Bender
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7872 was delivered by Zoidberg
2021-05-03 00:34:19,990 [    INFO] leela: Delivering package package_7874
2021-05-03 00:34:19,990 [    INFO] philip: Delivering package package_7875
2021-05-03 00:34:19,990 [    INFO] hermes: Delivering package package_7876
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7873 was delivered by Amy
2021-05-03 00:34:19,990 [    INFO] employer: Still 2127 packages to sent
2021-05-03 00:34:19,990 [    INFO] bender: Package package_7877 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:19,990 [    INFO] zoidberg: Package package_7878 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:19,990 [    INFO] leela: Package package_7874 successfully delivered
2021-05-03 00:34:19,990 [    INFO] philip: Package package_7875 successfully delivered
2021-05-03 00:34:19,990 [    INFO] hermes: Package package_7876 successfully delivered
2021-05-03 00:34:19,990 [    INFO] amy: Package package_7879 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:19,990 [    INFO] employer: Still 2127 packages to sent
2021-05-03 00:34:19,990 [    INFO] bender: Delivering package package_7877
2021-05-03 00:34:19,990 [    INFO] zoidberg: Delivering package package_7878
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7874 was delivered by Leela
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7875 was delivered by Philip
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7876 was delivered by Hermes
2021-05-03 00:34:19,990 [    INFO] amy: Delivering package package_7879
2021-05-03 00:34:19,990 [    INFO] employer: Still 2124 packages to sent
2021-05-03 00:34:19,990 [    INFO] bender: Package package_7877 successfully delivered
2021-05-03 00:34:19,990 [    INFO] zoidberg: Package package_7878 successfully delivered
2021-05-03 00:34:19,990 [    INFO] leela: Package package_7880 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:19,990 [    INFO] philip: Package package_7881 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:19,990 [    INFO] hermes: Package package_7882 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:19,990 [    INFO] amy: Package package_7879 successfully delivered
2021-05-03 00:34:19,990 [    INFO] employer: Still 2124 packages to sent
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7877 was delivered by Bender
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7878 was delivered by Zoidberg
2021-05-03 00:34:19,990 [    INFO] leela: Delivering package package_7880
2021-05-03 00:34:19,990 [    INFO] philip: Delivering package package_7881
2021-05-03 00:34:19,990 [    INFO] hermes: Delivering package package_7882
2021-05-03 00:34:19,990 [    INFO] employer: Package package_7879 was delivered by Amy
2021-05-03 00:34:19,990 [    INFO] employer: Still 2121 packages to sent
2021-05-03 00:34:19,990 [    INFO] bender: Package package_7883 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:19,990 [    INFO] zoidberg: Package package_7884 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:19,990 [    INFO] leela: Package package_7880 successfully delivered
2021-05-03 00:34:19,990 [    INFO] philip: Package package_7881 successfully delivered
2021-05-03 00:34:19,990 [    INFO] hermes: Package package_7882 successfully delivered
2021-05-03 00:34:19,990 [    INFO] amy: Package package_7885 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:19,990 [    INFO] employer: Still 2121 packages to sent
2021-05-03 00:34:19,990 [    INFO] bender: Delivering package package_7883
2021-05-03 00:34:19,990 [    INFO] zoidberg: Delivering package package_7884
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7880 was delivered by Leela
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7881 was delivered by Philip
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7882 was delivered by Hermes
2021-05-03 00:34:19,998 [    INFO] amy: Delivering package package_7885
2021-05-03 00:34:19,998 [    INFO] employer: Still 2118 packages to sent
2021-05-03 00:34:19,998 [    INFO] bender: Package package_7883 successfully delivered
2021-05-03 00:34:19,998 [    INFO] zoidberg: Package package_7884 successfully delivered
2021-05-03 00:34:19,998 [    INFO] leela: Package package_7886 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:19,998 [    INFO] philip: Package package_7887 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:19,998 [    INFO] hermes: Package package_7888 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:19,998 [    INFO] amy: Package package_7885 successfully delivered
2021-05-03 00:34:19,998 [    INFO] employer: Still 2118 packages to sent
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7883 was delivered by Bender
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7884 was delivered by Zoidberg
2021-05-03 00:34:19,998 [    INFO] leela: Delivering package package_7886
2021-05-03 00:34:19,998 [    INFO] philip: Delivering package package_7887
2021-05-03 00:34:19,998 [    INFO] hermes: Delivering package package_7888
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7885 was delivered by Amy
2021-05-03 00:34:19,998 [    INFO] employer: Still 2115 packages to sent
2021-05-03 00:34:19,998 [    INFO] bender: Package package_7889 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:19,998 [    INFO] zoidberg: Package package_7890 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:19,998 [    INFO] leela: Package package_7886 successfully delivered
2021-05-03 00:34:19,998 [    INFO] philip: Package package_7887 successfully delivered
2021-05-03 00:34:19,998 [    INFO] hermes: Package package_7888 successfully delivered
2021-05-03 00:34:19,998 [    INFO] amy: Package package_7891 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:19,998 [    INFO] employer: Still 2115 packages to sent
2021-05-03 00:34:19,998 [    INFO] bender: Delivering package package_7889
2021-05-03 00:34:19,998 [    INFO] zoidberg: Delivering package package_7890
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7886 was delivered by Leela
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7887 was delivered by Philip
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7888 was delivered by Hermes
2021-05-03 00:34:19,998 [    INFO] amy: Delivering package package_7891
2021-05-03 00:34:19,998 [    INFO] employer: Still 2112 packages to sent
2021-05-03 00:34:19,998 [    INFO] bender: Package package_7889 successfully delivered
2021-05-03 00:34:19,998 [    INFO] zoidberg: Package package_7890 successfully delivered
2021-05-03 00:34:19,998 [    INFO] leela: Package package_7892 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:19,998 [    INFO] philip: Package package_7893 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:20,006 [    INFO] philip: Delivering package package_7893
2021-05-03 00:34:19,998 [    INFO] amy: Package package_7891 successfully delivered
2021-05-03 00:34:19,998 [    INFO] employer: Still 2112 packages to sent
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7889 was delivered by Bender
2021-05-03 00:34:19,998 [    INFO] employer: Package package_7890 was delivered by Zoidberg
2021-05-03 00:34:19,998 [    INFO] hermes: Package package_7894 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:19,998 [    INFO] leela: Delivering package package_7892
2021-05-03 00:34:20,006 [    INFO] philip: Package package_7893 successfully delivered
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7891 was delivered by Amy
2021-05-03 00:34:20,006 [    INFO] employer: Still 2109 packages to sent
2021-05-03 00:34:20,006 [    INFO] bender: Package package_7895 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:20,006 [    INFO] zoidberg: Package package_7896 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:20,006 [    INFO] hermes: Delivering package package_7894
2021-05-03 00:34:20,006 [    INFO] leela: Package package_7892 successfully delivered
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7893 was delivered by Philip
2021-05-03 00:34:20,006 [    INFO] amy: Package package_7897 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:20,006 [    INFO] employer: Still 2108 packages to sent
2021-05-03 00:34:20,006 [    INFO] bender: Delivering package package_7895
2021-05-03 00:34:20,006 [    INFO] zoidberg: Delivering package package_7896
2021-05-03 00:34:20,006 [    INFO] hermes: Package package_7894 successfully delivered
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7892 was delivered by Leela
2021-05-03 00:34:20,006 [    INFO] philip: Package package_7898 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:20,006 [    INFO] amy: Delivering package package_7897
2021-05-03 00:34:20,006 [    INFO] employer: Still 2107 packages to sent
2021-05-03 00:34:20,006 [    INFO] bender: Package package_7895 successfully delivered
2021-05-03 00:34:20,006 [    INFO] zoidberg: Package package_7896 successfully delivered
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7894 was delivered by Hermes
2021-05-03 00:34:20,006 [    INFO] leela: Package package_7899 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:20,006 [    INFO] philip: Delivering package package_7898
2021-05-03 00:34:20,006 [    INFO] amy: Package package_7897 successfully delivered
2021-05-03 00:34:20,006 [    INFO] employer: Still 2106 packages to sent
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7895 was delivered by Bender
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7896 was delivered by Zoidberg
2021-05-03 00:34:20,006 [    INFO] hermes: Package package_7900 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:20,006 [    INFO] leela: Delivering package package_7899
2021-05-03 00:34:20,006 [    INFO] philip: Package package_7898 successfully delivered
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7897 was delivered by Amy
2021-05-03 00:34:20,006 [    INFO] employer: Still 2103 packages to sent
2021-05-03 00:34:20,006 [    INFO] bender: Package package_7901 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:20,006 [    INFO] zoidberg: Package package_7902 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:20,006 [    INFO] hermes: Delivering package package_7900
2021-05-03 00:34:20,006 [    INFO] leela: Package package_7899 successfully delivered
2021-05-03 00:34:20,006 [    INFO] employer: Package package_7898 was delivered by Philip
2021-05-03 00:34:20,006 [    INFO] amy: Package package_7903 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:20,006 [    INFO] employer: Still 2102 packages to sent
2021-05-03 00:34:20,006 [    INFO] bender: Delivering package package_7901
2021-05-03 00:34:20,006 [    INFO] zoidberg: Delivering package package_7902
2021-05-03 00:34:20,006 [    INFO] hermes: Package package_7900 successfully delivered
2021-05-03 00:34:20,014 [    INFO] employer: Package package_7899 was delivered by Leela
2021-05-03 00:34:20,014 [    INFO] philip: Package package_7904 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:20,014 [    INFO] amy: Delivering package package_7903
2021-05-03 00:34:20,014 [    INFO] employer: Still 2101 packages to sent
2021-05-03 00:34:20,014 [    INFO] bender: Package package_7901 successfully delivered
2021-05-03 00:34:20,014 [    INFO] zoidberg: Package package_7902 successfully delivered
